level,story_id,topic_id,page,field,before,after,reason,source,reviewed_at
n2,1,1,14,title,先週行った駅煎の創作料理の裏開するん…,创作料理店闭店,对照原书修正并统一为已确认字段风格,N2 PDF pages 19-30 (printed pages 14-25),2026-07-13T13:35:00+09:00
n2,1,1,14,japanese,"[{""speaker"":""A"",""text"":""先週行った駅煎の創作料理の裏開するんだって。""},{""speaker"":""B"",""text"":""え、あの店、食物アレルギーに対応したメニューもあって""},{""text"":""よかったのに。""},{""speaker"":""A"",""text"":""ね。駅前は、チェーンのファミレスも多いし、やっぱり、小""}]","[{""speaker"":""A"",""text"":""先週行った駅前の創作料理の店閉店するんだって。""},{""speaker"":""B"",""text"":""え、あの店、食物アレルギーに対応したメニューもあってよかったのに。""},{""speaker"":""A"",""text"":""ね。駅前は、チェーンのファミレスも多いし、やっぱり、小さい店がそういう大きい店と勝負するのは難しいのかもね。""}]",对照原书修正并统一为已确认字段风格,N2 PDF pages 19-30 (printed pages 14-25),2026-07-13T13:35:00+09:00
n2,1,1,14,focus,[],"[""創作［する］"",""食物"",""勝負［する］""]",对照原书修正并统一为已确认字段风格,N2 PDF pages 19-30 (printed pages 14-25),2026-07-13T13:35:00+09:00
n2,1,1,14,naturalChinese,"[""A： 上周去的那家年前創作料理""]","[""A：听说我们上周去过的车站前那家创作料理店要关门了。"",""B：咦，那家店还有应对食物过敏的菜单，明明挺好的。"",""A：是啊。车站前有很多连锁家庭餐厅，小店要和那种大店竞争果然很难吧。""]",对照原书修正并统一为已确认字段风格,N2 PDF pages 19-30 (printed pages 14-25),2026-07-13T13:35:00+09:00
n2,1,1,14,originalChinese,"[""A： 上周去的那家年前創作料理""]","[""A：上周去的那家车站前创作料理的店，听说要关门了。"",""B：咦，那家店有应对过敏的菜单，我觉得很不错的。"",""A：对。车站前有很多连锁店的家庭餐厅，看来小店要和那种大企业一决胜负是很困难的。""]",对照原书修正并统一为已确认字段风格,N2 PDF pages 19-30 (printed pages 14-25),2026-07-13T13:35:00+09:00
n2,1,1,14,vocab,"[[""2"",""食物"","""","""",""食物""],[""3"",""勝負［する］"","""","""",""［一決雅］""]]","[[""1"",""創作［する］"",""そうさく"",""名・動3他"",""创作""],[""2"",""食物"",""しょくもつ"",""名"",""食物""],[""3"",""勝負［する］"",""しょうぶ"",""名・動3自"",""竞争""]]",对照原书修正并统一为已确认字段风格,N2 PDF pages 19-30 (printed pages 14-25),2026-07-13T13:35:00+09:00
n2,1,1,14,reviewStatus,OCR已整理,已校对,对照原书修正并统一为已确认字段风格,N2 PDF pages 19-30 (printed pages 14-25),2026-07-13T13:35:00+09:00
n2,2,1,15,title,日本の米は、品種によって粒の大きさ、…,保存日本米的方法,对照原书修正并统一为已确认字段风格,N2 PDF pages 19-30 (printed pages 14-25),2026-07-13T13:35:00+09:00
n2,2,1,15,japanese,"[{""text"":""日本の米は、品種によって粒の大きさ、甘み、食感などが異なる。""}]","[{""speaker"":"""",""text"":""日本の米は、品種によって粒の大きさ、甘み、食感などが異なる。300gの少量パックも売っているので、いろいろと試してみるのもいいだろう。保存するときは、温かいうちに1人前ずつラップで包むのが大切だ。冷めたらさらにアルミホイルで包んで冷凍庫に入れれば、おいしいまま冷凍できる。""}]",对照原书修正并统一为已确认字段风格,N2 PDF pages 19-30 (printed pages 14-25),2026-07-13T13:35:00+09:00
n2,2,1,15,focus,[],"[""粒"",""～み"",""パック［する］"",""～人前"",""ラップ［する］"",""冷める"",""冷ます"",""アルミホイル""]",对照原书修正并统一为已确认字段风格,N2 PDF pages 19-30 (printed pages 14-25),2026-07-13T13:35:00+09:00
